UTC_0_0,Latitude,Longitude,Elevation,Heading,DepthBelowTransducer
2021-03-03T00:40:59.00,45.4930,-123.2280,14,330.4857,14.0000
2021-03-03T00:41:00.00,45.4930,-123.2280,14,323.7375,14.0000
2021-03-03T00:41:01.00,45.4930,-123.2280,14,318.1037,14.0000
2021-03-03T00:41:02.00,45.4930,-123.2280,14,315.0888,14.0000
2021-03-03T00:41:03.00,45.4930,-123.2280,14,316.2611,14.0000
2021-03-03T00:41:04.00,45.4930,-123.2280,14,323.1251,14.0000
2021-03-03T00:41:05.00,45.4930,-123.2280,14,334.3364,14.0000
2021-03-03T00:41:06.00,45.4930,-123.2280,14,337.8455,14.0000
2021-03-03T00:41:07.00,45.4930,-123.2281,14,337.8106,14.0000
2021-03-03T00:41:08.00,45.4931,-123.2281,14,335.3358,14.0000
2021-03-03T00:41:09.00,45.4931,-123.2281,14,329.8599,14.0000
2021-03-03T00:41:10.00,45.4931,-123.2281,14,320.2891,14.0000
2021-03-03T00:41:11.00,45.4931,-123.2281,14,312.9833,14.0000
2021-03-03T00:41:12.00,45.4931,-123.2281,14,309.5044,14.0000
2021-03-03T00:41:13.00,45.4931,-123.2281,14,311.2215,14.0000
2021-03-03T00:41:14.00,45.4931,-123.2281,14,320.0660,14.0000
2021-03-03T00:41:15.00,45.4931,-123.2281,14,331.2293,14.0000
2021-03-03T00:41:16.00,45.4932,-123.2282,14,335.6519,14.0000
2021-03-03T00:41:17.00,45.4932,-123.2282,14,336.1136,14.0000
